2025-11-27T18:01:56.876666Z,B2,0.166,2025-11-27T18:01:56.710667Z,2025-11-27T18:01:56.876666Z
2025-11-27T18:01:57.791562Z,B2,0.184,2025-11-27T18:01:57.607602Z,2025-11-27T18:01:57.791562Z
2025-11-27T18:02:01.134706Z,B2,0.334,2025-11-27T18:02:00.800815Z,2025-11-27T18:02:01.134706Z
2025-11-30T07:52:30.104801Z,A4,0.140,2025-11-30T07:52:29.964364Z,2025-11-30T07:52:30.104801Z
2025-11-30T07:52:34.036260Z,B1,0.124,2025-11-30T07:52:33.911979Z,2025-11-30T07:52:34.036260Z
2025-11-30T07:52:34.316334Z,A4,0.136,2025-11-30T07:52:34.180361Z,2025-11-30T07:52:34.316334Z
2025-11-30T07:52:34.822381Z,B1,0.642,2025-11-30T07:52:34.180396Z,2025-11-30T07:52:34.822381Z
2025-11-30T07:52:34.982968Z,A4,0.161,2025-11-30T07:52:34.822348Z,2025-11-30T07:52:34.982968Z
2025-11-30T07:52:42.651148Z,A3,0.175,2025-11-30T07:52:42.476002Z,2025-11-30T07:52:42.651148Z
2025-11-30T07:52:45.591276Z,A3,1.491,2025-11-30T07:52:44.100075Z,2025-11-30T07:52:45.591276Z
2025-11-30T07:52:46.422098Z,A4,0.168,2025-11-30T07:52:46.254048Z,2025-11-30T07:52:46.422098Z
2025-11-30T07:52:47.427831Z,A4,0.835,2025-11-30T07:52:46.592753Z,2025-11-30T07:52:47.427831Z
2025-11-30T07:52:47.962639Z,A1,0.368,2025-11-30T07:52:47.594363Z,2025-11-30T07:52:47.962639Z
2025-11-30T07:52:48.794522Z,A4,0.168,2025-11-30T07:52:48.626446Z,2025-11-30T07:52:48.794522Z
2025-11-30T07:52:49.120052Z,A1,0.829,2025-11-30T07:52:48.291226Z,2025-11-30T07:52:49.120052Z
2025-11-30T07:52:49.632324Z,A4,0.337,2025-11-30T07:52:49.294832Z,2025-11-30T07:52:49.632324Z
2025-11-30T07:52:49.793185Z,A1,0.161,2025-11-30T07:52:49.632094Z,2025-11-30T07:52:49.793185Z
2025-11-30T07:52:52.294305Z,A4,2.501,2025-11-30T07:52:49.793520Z,2025-11-30T07:52:52.294305Z
2025-11-30T07:52:54.127042Z,A1,0.164,2025-11-30T07:52:53.963398Z,2025-11-30T07:52:54.127042Z
2025-11-30T07:52:55.654477Z,A4,3.183,2025-11-30T07:52:52.471416Z,2025-11-30T07:52:55.654477Z
2025-11-30T07:52:59.945502Z,A1,0.169,2025-11-30T07:52:59.776624Z,2025-11-30T07:52:59.945502Z
2025-11-30T07:53:00.790978Z,A1,0.338,2025-11-30T07:53:00.453375Z,2025-11-30T07:53:00.790978Z
2025-11-30T07:53:01.386419Z,A1,0.430,2025-11-30T07:53:00.956860Z,2025-11-30T07:53:01.386419Z
2025-11-30T07:53:02.053564Z,A1,0.160,2025-11-30T07:53:01.893793Z,2025-11-30T07:53:02.053564Z
2025-11-30T07:53:02.561912Z,A3,1.175,2025-11-30T07:53:01.386775Z,2025-11-30T07:53:02.561912Z
2025-11-30T07:53:03.398469Z,A3,0.340,2025-11-30T07:53:03.058597Z,2025-11-30T07:53:03.398469Z
2025-11-30T07:53:05.728047Z,B4,0.154,2025-11-30T07:53:05.574288Z,2025-11-30T07:53:05.728047Z
2025-11-30T07:53:06.401626Z,B4,0.499,2025-11-30T07:53:05.902168Z,2025-11-30T07:53:06.401626Z
2025-11-30T07:53:08.565931Z,B3,3.813,2025-11-30T07:53:04.753137Z,2025-11-30T07:53:08.565931Z
2025-11-30T07:53:10.584488Z,B4,4.013,2025-11-30T07:53:06.571450Z,2025-11-30T07:53:10.584488Z
2025-11-30T07:53:11.665174Z,B3,2.928,2025-11-30T07:53:08.737226Z,2025-11-30T07:53:11.665174Z
2025-11-30T07:53:12.164272Z,A2,0.334,2025-11-30T07:53:11.830397Z,2025-11-30T07:53:12.164272Z
2025-11-30T07:53:12.164635Z,B2,0.334,2025-11-30T07:53:11.830619Z,2025-11-30T07:53:12.164635Z
2025-11-30T07:53:13.128571Z,B2,0.800,2025-11-30T07:53:12.328828Z,2025-11-30T07:53:13.128571Z
2025-11-30T07:53:13.305574Z,A4,14.183,2025-11-30T07:52:59.122866Z,2025-11-30T07:53:13.305574Z
2025-11-30T07:53:13.466011Z,A1,10.904,2025-11-30T07:53:02.561819Z,2025-11-30T07:53:13.466011Z
2025-11-30T07:53:13.466674Z,A3,8.538,2025-11-30T07:53:04.928752Z,2025-11-30T07:53:13.466674Z
2025-11-30T07:53:40.637607Z,A3,0.166,2025-11-30T07:53:40.472105Z,2025-11-30T07:53:40.637607Z
2025-11-30T07:53:42.036902Z,B2,0.158,2025-11-30T07:53:41.879115Z,2025-11-30T07:53:42.036902Z
2025-11-30T07:53:42.037168Z,B4,0.158,2025-11-30T07:53:41.879187Z,2025-11-30T07:53:42.037168Z
2025-11-30T07:53:43.101868Z,B1,0.170,2025-11-30T07:53:42.932032Z,2025-11-30T07:53:43.101868Z
2025-11-30T07:53:43.102240Z,B4,0.724,2025-11-30T07:53:42.378631Z,2025-11-30T07:53:43.102240Z
2025-11-30T07:53:43.761333Z,B2,0.160,2025-11-30T07:53:43.601249Z,2025-11-30T07:53:43.761333Z
2025-11-30T07:53:44.260578Z,A2,0.169,2025-11-30T07:53:44.091448Z,2025-11-30T07:53:44.260578Z
2025-11-30T07:53:44.436085Z,B1,0.175,2025-11-30T07:53:44.260873Z,2025-11-30T07:53:44.436085Z
2025-11-30T07:53:46.269693Z,B2,0.672,2025-11-30T07:53:45.598099Z,2025-11-30T07:53:46.269693Z
2025-11-30T07:53:50.238389Z,B1,0.162,2025-11-30T07:53:50.076658Z,2025-11-30T07:53:50.238389Z
2025-11-30T07:53:52.806452Z,A2,1.665,2025-11-30T07:53:51.141329Z,2025-11-30T07:53:52.806452Z
2025-11-30T07:53:53.363604Z,A2,0.360,2025-11-30T07:53:53.004048Z,2025-11-30T07:53:53.363604Z
2025-11-30T07:53:53.551708Z,A4,0.188,2025-11-30T07:53:53.363890Z,2025-11-30T07:53:53.551708Z
2025-11-30T07:53:53.745819Z,A2,0.194,2025-11-30T07:53:53.551635Z,2025-11-30T07:53:53.745819Z
2025-11-30T07:53:54.114160Z,A1,1.110,2025-11-30T07:53:53.003992Z,2025-11-30T07:53:54.114160Z
2025-11-30T07:53:56.569674Z,A1,1.732,2025-11-30T07:53:54.837508Z,2025-11-30T07:53:56.569674Z
2025-11-30T07:53:59.070377Z,A1,0.163,2025-11-30T07:53:58.907510Z,2025-11-30T07:53:59.070377Z
2025-11-30T07:53:59.239158Z,A2,0.169,2025-11-30T07:53:59.070640Z,2025-11-30T07:53:59.239158Z
2025-11-30T07:54:00.077270Z,B3,0.675,2025-11-30T07:53:59.402709Z,2025-11-30T07:54:00.077270Z
2025-11-30T07:54:00.812442Z,A1,1.410,2025-11-30T07:53:59.402474Z,2025-11-30T07:54:00.812442Z
2025-11-30T07:54:00.812877Z,B3,0.541,2025-11-30T07:54:00.271770Z,2025-11-30T07:54:00.812877Z
2025-11-30T07:54:01.021029Z,A2,1.618,2025-11-30T07:53:59.402532Z,2025-11-30T07:54:01.021029Z
2025-11-30T07:54:01.021285Z,A3,2.114,2025-11-30T07:53:58.907597Z,2025-11-30T07:54:01.021285Z
2025-11-30T07:54:02.071013Z,A3,0.166,2025-11-30T07:54:01.905211Z,2025-11-30T07:54:02.071013Z
2025-11-30T07:54:02.804277Z,A3,0.194,2025-11-30T07:54:02.610389Z,2025-11-30T07:54:02.804277Z
2025-11-30T07:54:03.494996Z,B3,0.191,2025-11-30T07:54:03.304199Z,2025-11-30T07:54:03.494996Z
2025-11-30T07:54:04.205789Z,A2,0.162,2025-11-30T07:54:04.043831Z,2025-11-30T07:54:04.205789Z
2025-11-30T07:54:04.206031Z,A3,0.711,2025-11-30T07:54:03.494732Z,2025-11-30T07:54:04.206031Z
2025-11-30T07:54:05.045218Z,A3,0.667,2025-11-30T07:54:04.378085Z,2025-11-30T07:54:05.045218Z
2025-11-30T07:54:05.438508Z,A2,0.195,2025-11-30T07:54:05.243397Z,2025-11-30T07:54:05.438508Z
2025-11-30T07:54:05.616782Z,A3,0.178,2025-11-30T07:54:05.438881Z,2025-11-30T07:54:05.616782Z
2025-11-30T07:54:06.870783Z,A2,0.328,2025-11-30T07:54:06.542792Z,2025-11-30T07:54:06.870783Z
2025-11-30T07:54:07.240860Z,A2,0.171,2025-11-30T07:54:07.069904Z,2025-11-30T07:54:07.240860Z
2025-11-30T07:54:08.071567Z,A2,0.330,2025-11-30T07:54:07.742020Z,2025-11-30T07:54:08.071567Z
2025-11-30T07:54:08.571335Z,A2,0.165,2025-11-30T07:54:08.406100Z,2025-11-30T07:54:08.571335Z
2025-11-30T07:54:09.404363Z,A2,0.165,2025-11-30T07:54:09.239531Z,2025-11-30T07:54:09.404363Z
2025-11-30T07:54:09.742107Z,A2,0.180,2025-11-30T07:54:09.562070Z,2025-11-30T07:54:09.742107Z
2025-11-30T07:54:10.896019Z,A3,5.087,2025-11-30T07:54:05.808554Z,2025-11-30T07:54:10.896019Z
2025-11-30T07:54:11.071565Z,A1,6.026,2025-11-30T07:54:05.045131Z,2025-11-30T07:54:11.071565Z
2025-11-30T07:54:11.244146Z,A3,0.172,2025-11-30T07:54:11.071919Z,2025-11-30T07:54:11.244146Z
2025-11-30T07:54:11.602880Z,A2,0.166,2025-11-30T07:54:11.436409Z,2025-11-30T07:54:11.602880Z
2025-11-30T07:54:11.603220Z,A4,0.167,2025-11-30T07:54:11.436478Z,2025-11-30T07:54:11.603220Z
2025-11-30T07:54:20.005091Z,B2,0.171,2025-11-30T07:54:19.833873Z,2025-11-30T07:54:20.005091Z
2025-11-30T07:54:20.005342Z,B3,0.171,2025-11-30T07:54:19.833914Z,2025-11-30T07:54:20.005342Z
2025-11-30T07:54:47.162252Z,A3,0.167,2025-11-30T07:54:46.994841Z,2025-11-30T07:54:47.162252Z
2025-11-30T07:54:47.163051Z,B4,3.876,2025-11-30T07:54:43.286576Z,2025-11-30T07:54:47.163051Z
2025-11-30T07:54:48.329017Z,A3,0.821,2025-11-30T07:54:47.507792Z,2025-11-30T07:54:48.329017Z
2025-11-30T07:54:49.026475Z,B4,1.350,2025-11-30T07:54:47.676553Z,2025-11-30T07:54:49.026475Z
2025-11-30T07:54:49.211710Z,A3,0.185,2025-11-30T07:54:49.026270Z,2025-11-30T07:54:49.211710Z
2025-11-30T07:54:51.345809Z,B2,8.059,2025-11-30T07:54:43.286494Z,2025-11-30T07:54:51.345809Z
2025-11-30T07:54:51.675690Z,B2,0.163,2025-11-30T07:54:51.512891Z,2025-11-30T07:54:51.675690Z
2025-11-30T07:54:51.675975Z,B4,0.163,2025-11-30T07:54:51.512970Z,2025-11-30T07:54:51.675975Z
2025-11-30T07:54:52.012071Z,A3,1.011,2025-11-30T07:54:51.001353Z,2025-11-30T07:54:52.012071Z
2025-11-30T07:54:52.176344Z,A2,8.890,2025-11-30T07:54:43.286229Z,2025-11-30T07:54:52.176344Z
2025-11-30T07:54:52.675047Z,B2,0.663,2025-11-30T07:54:52.012372Z,2025-11-30T07:54:52.675047Z
2025-11-30T07:54:52.839667Z,B3,9.553,2025-11-30T07:54:43.286535Z,2025-11-30T07:54:52.839667Z
2025-11-30T07:54:53.519049Z,A2,0.177,2025-11-30T07:54:53.342218Z,2025-11-30T07:54:53.519049Z
2025-11-30T07:54:53.874792Z,A3,0.533,2025-11-30T07:54:53.342257Z,2025-11-30T07:54:53.874792Z
2025-11-30T07:54:53.875191Z,B4,0.356,2025-11-30T07:54:53.519488Z,2025-11-30T07:54:53.875191Z
2025-11-30T07:54:54.044538Z,B2,0.169,2025-11-30T07:54:53.875114Z,2025-11-30T07:54:54.044538Z
2025-11-30T07:54:54.375335Z,B4,0.331,2025-11-30T07:54:54.044813Z,2025-11-30T07:54:54.375335Z
2025-11-30T07:54:55.038072Z,A3,0.161,2025-11-30T07:54:54.877136Z,2025-11-30T07:54:55.038072Z
2025-11-30T07:54:56.111768Z,B1,1.737,2025-11-30T07:54:54.375227Z,2025-11-30T07:54:56.111768Z
2025-11-30T07:54:59.176126Z,B4,0.928,2025-11-30T07:54:58.248127Z,2025-11-30T07:54:59.176126Z
2025-11-30T07:54:59.522219Z,B4,0.172,2025-11-30T07:54:59.350008Z,2025-11-30T07:54:59.522219Z
2025-11-30T07:55:00.108455Z,B4,0.162,2025-11-30T07:54:59.946382Z,2025-11-30T07:55:00.108455Z
2025-11-30T07:55:01.829774Z,B2,7.283,2025-11-30T07:54:54.546513Z,2025-11-30T07:55:01.829774Z
2025-11-30T07:55:02.174423Z,B3,7.628,2025-11-30T07:54:54.546590Z,2025-11-30T07:55:02.174423Z
2025-11-30T07:55:02.839238Z,A2,0.331,2025-11-30T07:55:02.507909Z,2025-11-30T07:55:02.839238Z
2025-11-30T07:55:03.014602Z,A3,0.680,2025-11-30T07:55:02.334469Z,2025-11-30T07:55:03.014602Z
2025-11-30T07:55:03.014912Z,B2,0.507,2025-11-30T07:55:02.508060Z,2025-11-30T07:55:03.014912Z
2025-11-30T07:55:03.015092Z,B3,0.680,2025-11-30T07:55:02.334599Z,2025-11-30T07:55:03.015092Z
2025-11-30T07:55:03.527083Z,A2,0.189,2025-11-30T07:55:03.337616Z,2025-11-30T07:55:03.527083Z
2025-11-30T07:55:03.707330Z,A3,0.370,2025-11-30T07:55:03.337654Z,2025-11-30T07:55:03.707330Z
2025-11-30T07:55:03.871905Z,A4,0.164,2025-11-30T07:55:03.707546Z,2025-11-30T07:55:03.871905Z
2025-11-30T07:55:09.112936Z,B2,0.164,2025-11-30T07:55:08.949433Z,2025-11-30T07:55:09.112936Z
2025-11-30T07:55:09.942809Z,B1,0.329,2025-11-30T07:55:09.613794Z,2025-11-30T07:55:09.942809Z
2025-11-30T07:55:09.943123Z,B3,0.500,2025-11-30T07:55:09.442893Z,2025-11-30T07:55:09.943123Z
2025-11-30T07:55:11.189554Z,A1,0.878,2025-11-30T07:55:10.311123Z,2025-11-30T07:55:11.189554Z
2025-11-30T07:55:11.378592Z,A3,1.601,2025-11-30T07:55:09.777207Z,2025-11-30T07:55:11.378592Z
2025-11-30T07:55:11.759005Z,B3,0.198,2025-11-30T07:55:11.560995Z,2025-11-30T07:55:11.759005Z
2025-11-30T07:55:11.988731Z,B4,1.855,2025-11-30T07:55:10.133396Z,2025-11-30T07:55:11.988731Z
2025-11-30T07:55:12.394686Z,B4,0.204,2025-11-30T07:55:12.190231Z,2025-11-30T07:55:12.394686Z
2025-11-30T07:55:12.590027Z,A3,0.601,2025-11-30T07:55:11.988535Z,2025-11-30T07:55:12.590027Z
2025-11-30T07:55:13.151386Z,A1,1.591,2025-11-30T07:55:11.560768Z,2025-11-30T07:55:13.151386Z
2025-11-30T07:55:13.152190Z,A3,0.170,2025-11-30T07:55:12.982044Z,2025-11-30T07:55:13.152190Z
2025-11-30T07:55:13.558277Z,A1,0.201,2025-11-30T07:55:13.357096Z,2025-11-30T07:55:13.558277Z
2025-11-30T07:55:13.558579Z,A3,0.201,2025-11-30T07:55:13.357194Z,2025-11-30T07:55:13.558579Z
2025-11-30T07:55:14.073822Z,B3,0.168,2025-11-30T07:55:13.905632Z,2025-11-30T07:55:14.073822Z
2025-11-30T07:55:14.248600Z,A3,0.505,2025-11-30T07:55:13.743283Z,2025-11-30T07:55:14.248600Z
2025-11-30T07:55:14.248901Z,B2,3.938,2025-11-30T07:55:10.311310Z,2025-11-30T07:55:14.248901Z
2025-11-30T07:55:14.421919Z,B3,0.173,2025-11-30T07:55:14.249058Z,2025-11-30T07:55:14.421919Z
2025-11-30T07:55:14.801859Z,B3,0.186,2025-11-30T07:55:14.615780Z,2025-11-30T07:55:14.801859Z
2025-11-30T07:55:14.802111Z,B4,2.212,2025-11-30T07:55:12.590400Z,2025-11-30T07:55:14.802111Z
2025-11-30T07:55:15.802211Z,A4,0.206,2025-11-30T07:55:15.596295Z,2025-11-30T07:55:15.802211Z
2025-11-30T07:55:16.202461Z,B4,1.185,2025-11-30T07:55:15.017712Z,2025-11-30T07:55:16.202461Z
2025-11-30T07:55:16.403821Z,A3,0.602,2025-11-30T07:55:15.802174Z,2025-11-30T07:55:16.403821Z
2025-11-30T07:55:16.404195Z,B1,0.409,2025-11-30T07:55:15.995039Z,2025-11-30T07:55:16.404195Z
2025-11-30T07:55:16.789322Z,A4,0.385,2025-11-30T07:55:16.404155Z,2025-11-30T07:55:16.789322Z
2025-11-30T07:55:16.984871Z,A2,0.196,2025-11-30T07:55:16.789131Z,2025-11-30T07:55:16.984871Z
2025-11-30T07:55:16.985433Z,B3,1.389,2025-11-30T07:55:15.596397Z,2025-11-30T07:55:16.985433Z
2025-11-30T07:55:17.363030Z,A3,0.198,2025-11-30T07:55:17.164708Z,2025-11-30T07:55:17.363030Z
2025-11-30T07:55:17.964561Z,A2,0.176,2025-11-30T07:55:17.789033Z,2025-11-30T07:55:17.964561Z
2025-11-30T07:55:20.132134Z,A1,1.601,2025-11-30T07:55:18.530743Z,2025-11-30T07:55:20.132134Z
2025-11-30T07:55:20.337214Z,B1,0.204,2025-11-30T07:55:20.132749Z,2025-11-30T07:55:20.337214Z
2025-11-30T07:55:21.129841Z,A1,0.594,2025-11-30T07:55:20.535808Z,2025-11-30T07:55:21.129841Z
2025-11-30T07:55:21.920080Z,B2,4.755,2025-11-30T07:55:17.164804Z,2025-11-30T07:55:21.920080Z
2025-11-30T07:55:22.703687Z,A4,0.449,2025-11-30T07:55:22.254672Z,2025-11-30T07:55:22.703687Z
2025-11-30T07:55:23.865418Z,B2,1.407,2025-11-30T07:55:22.458901Z,2025-11-30T07:55:23.865418Z
2025-11-30T07:55:23.865975Z,B3,3.528,2025-11-30T07:55:20.337508Z,2025-11-30T07:55:23.865975Z
2025-11-30T07:55:24.030165Z,A2,3.693,2025-11-30T07:55:20.337110Z,2025-11-30T07:55:24.030165Z
2025-11-30T07:55:24.030420Z,A3,4.101,2025-11-30T07:55:19.929781Z,2025-11-30T07:55:24.030420Z
2025-11-30T07:55:24.030745Z,B4,3.898,2025-11-30T07:55:20.132962Z,2025-11-30T07:55:24.030745Z
2025-11-30T07:55:24.604946Z,A2,0.199,2025-11-30T07:55:24.405805Z,2025-11-30T07:55:24.604946Z
2025-11-30T07:55:24.798650Z,A3,0.393,2025-11-30T07:55:24.405847Z,2025-11-30T07:55:24.798650Z
2025-11-30T07:55:28.235894Z,B1,0.165,2025-11-30T07:55:28.070929Z,2025-11-30T07:55:28.235894Z
2025-11-30T20:04:44.101037Z,B3,0.195,2025-11-30T20:04:43.906272Z,2025-11-30T20:04:44.101037Z
2025-11-30T20:04:44.602215Z,B2,0.167,2025-11-30T20:04:44.435010Z,2025-11-30T20:04:44.602215Z
2025-11-30T20:04:44.602399Z,B3,0.167,2025-11-30T20:04:44.435050Z,2025-11-30T20:04:44.602399Z
2025-11-30T20:04:49.157117Z,B2,0.370,2025-11-30T20:04:48.787188Z,2025-11-30T20:04:49.157117Z
2025-11-30T20:04:54.180913Z,B2,4.000,2025-11-30T20:04:50.180716Z,2025-11-30T20:04:54.180913Z
2025-11-30T20:04:55.010226Z,B2,0.158,2025-11-30T20:04:54.851762Z,2025-11-30T20:04:55.010226Z
2025-11-30T20:04:56.012149Z,B2,0.159,2025-11-30T20:04:55.853528Z,2025-11-30T20:04:56.012149Z
2025-12-01T17:42:44.625858Z,A1,0.241,2025-12-01T17:42:44.384639Z,2025-12-01T17:42:44.625858Z
2025-12-01T17:42:48.420450Z,A1,3.399,2025-12-01T17:42:45.021902Z,2025-12-01T17:42:48.420450Z
2025-12-01T17:42:50.192956Z,A1,0.805,2025-12-01T17:42:49.387921Z,2025-12-01T17:42:50.192956Z
2025-12-01T17:42:50.434290Z,A1,0.075,2025-12-01T17:42:50.359206Z,2025-12-01T17:42:50.434290Z
2025-12-01T17:42:52.540371Z,A1,1.942,2025-12-01T17:42:50.598493Z,2025-12-01T17:42:52.540371Z
2025-12-01T17:43:01.745877Z,A1,3.513,2025-12-01T17:42:58.232745Z,2025-12-01T17:43:01.745877Z
2025-12-01T17:43:37.657049Z,A1,1.210,2025-12-01T17:43:36.446573Z,2025-12-01T17:43:37.657049Z
2025-12-01T17:43:39.236502Z,A1,0.491,2025-12-01T17:43:38.745281Z,2025-12-01T17:43:39.236502Z
2025-12-01T17:43:39.724417Z,A1,0.122,2025-12-01T17:43:39.601937Z,2025-12-01T17:43:39.724417Z
2025-12-01T17:43:42.058454Z,A1,1.533,2025-12-01T17:43:40.524994Z,2025-12-01T17:43:42.058454Z
2025-12-01T17:43:42.547396Z,A1,0.117,2025-12-01T17:43:42.430795Z,2025-12-01T17:43:42.547396Z
2025-12-01T17:43:44.074931Z,A1,0.316,2025-12-01T17:43:43.758769Z,2025-12-01T17:43:44.074931Z
2025-12-01T17:43:45.090340Z,A1,0.124,2025-12-01T17:43:44.966717Z,2025-12-01T17:43:45.090340Z
2025-12-01T17:43:46.056743Z,A1,0.483,2025-12-01T17:43:45.573565Z,2025-12-01T17:43:46.056743Z
